Book Name,Price,Rating,Url
"Introduction to Mediation, Moderation, and Conditional Process Analysis, Second Edition: A Regression-Based Approach (Methodology in the Social Sciences)",$37.94,4.7 out of 5 stars,https://www.amazon.com/Introduction-Mediation-Moderation-Conditional-Analysis/dp/1462534651/ref=sr_1_97?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-97
Mathematical Statistics and Data Analysis,$19.20,4.0 out of 5 stars,https://www.amazon.com/Mathematical-Statistics-Data-Analysis-Rice/dp/8131519546/ref=sr_1_98?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-98
Data Analysis with Mplus (Methodology in the Social Sciences),$48.16,4.8 out of 5 stars,https://www.amazon.com/Analysis-Mplus-Methodology-Social-Sciences/dp/1462502458/ref=sr_1_99?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-99
Statistical Analysis of Network Data with R (Use R!),$32.17,5.0 out of 5 stars,https://www.amazon.com/Statistical-Analysis-Network-Data-Use/dp/3030441288/ref=sr_1_100?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-100
"Digital Marketing: Qualitative Analysis, Data Science, Research Guide, Instrument Design, Implementation, Evaluation, Interactive Approach, Management, Dissertation, Quantitative & Mixed Methods.",$0.00,,https://www.amazon.com/Digital-Marketing-Implementation-Dissertation-Quantitative-ebook/dp/B09NL65TZF/ref=sr_1_101?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-101
"Data Analysis and Statistics for Geography, Environmental Science, and Engineering",$69.09,4.5 out of 5 stars,https://www.amazon.com/Analysis-Statistics-Geography-Environmental-Engineering/dp/143988501X/ref=sr_1_102?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-102
"Listening to People: A Practical Guide to Interviewing, Participant Observation, Data Analysis, and Writing It All Up (Chicago Guides to Writing, Editing, and Publishing)",$20.00,4.7 out of 5 stars,https://www.amazon.com/Listening-People-Interviewing-Participant-Observation/dp/022680643X/ref=sr_1_103?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-103
Data Reduction and Error Analysis for the Physical Sciences,$23.92,4.3 out of 5 stars,https://www.amazon.com/Reduction-Error-Analysis-Physical-Sciences/dp/0072472278/ref=sr_1_104?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-104
Python programming: 3 Books in 1: The Complete Beginner’s Guide to Learning the Most Popular Programming Language,$0.00,4.8 out of 5 stars,https://www.amazon.com/Python-programming-Complete-Beginners-Programming-ebook/dp/B08TV3HFXC/ref=sr_1_106?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-106
Data Structures and Algorithm Analysis in Java,$27.97,4.3 out of 5 stars,https://www.amazon.com/Data-Structures-Algorithm-Analysis-Java/dp/0132576279/ref=sr_1_107?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-107
Qualitative and Mixed Methods Data Analysis Using Dedoose: A Practical Approach for Research Across the Social Sciences,$45.00,4.0 out of 5 stars,https://www.amazon.com/Qualitative-Mixed-Methods-Analysis-Dedoose/dp/1506397816/ref=sr_1_108?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-108
"Day Trading: Crypto Currency, Blockchain, Mining, Assets Investment, Technical Data Analysis, Economy Explained, Investing Strategies, Market Revolution, Millionaire Secrets, Profit & Strategy.",$0.00,,https://www.amazon.com/Day-Trading-Blockchain-Investment-Millionaire-ebook/dp/B09NMNB1MV/ref=sr_1_109?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-109
"Bayesian Data Analysis in Ecology Using Linear Models with R, BUGS, and Stan",$55.96,4.6 out of 5 stars,https://www.amazon.com/Bayesian-Analysis-Ecology-Linear-Models/dp/0128013702/ref=sr_1_110?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-110
SAS Essentials: Mastering SAS for Data Analytics,$45.85,4.6 out of 5 stars,https://www.amazon.com/SAS-Essentials-Mastering-Data-Analytics/dp/111904216X/ref=sr_1_111?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-111
Statistical Analysis of Network Data: Methods and Models (Springer Series in Statistics),$90.29,4.6 out of 5 stars,https://www.amazon.com/Statistical-Analysis-Network-Data-Statistics/dp/038788145X/ref=sr_1_112?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-112
Capture-Recapture: Parameter Estimation for Open Animal Populations (Statistics for Biology and Health),$25.62, ,https://www.amazon.com/Capture-Recapture-Parameter-Estimation-Populations-Statistics-ebook/dp/B07XTC4JTB/ref=sr_1_113?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-113
A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,$50.77,4.2 out of 5 stars,https://www.amazon.com/PRACTITIONERS-GUIDE-BUSINESS-ANALYTICS-Organizations/dp/0071807594/ref=sr_1_114?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-114
Quantitative Data Analysis: Doing Social Research to Test Ideas,$27.74,4.0 out of 5 stars,https://www.amazon.com/Quantitative-Data-Analysis-Donald-Treiman/dp/0470380039/ref=sr_1_115?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-115
MULTIVARIATE DATA ANALYSIS: Using SPSS and AMOS,$24.60,3.5 out of 5 stars,https://www.amazon.com/MULTIVARIATE-DATA-ANALYSIS-Using-SPSS/dp/8180944123/ref=sr_1_116?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-116
Data Analysis for the Life Sciences with R,$51.26,4.1 out of 5 stars,https://www.amazon.com/Data-Analysis-Life-Sciences-R/dp/1498775675/ref=sr_1_118?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-118
Data Visualization with Excel Dashboards and Reports,$26.60,4.6 out of 5 stars,https://www.amazon.com/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_119?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-119
"Personal MBA: Self Management, Business, Digital Marketing, Strategy Development, Design Thinking, Personal Finance, Leadership, Success Skills, Data Analysis, Money, Analytics & Growth Mindset.",$0.00,,https://www.amazon.com/Personal-MBA-Management-Development-Leadership-ebook/dp/B09ND9WKG7/ref=sr_1_120?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-120
"How Qualitative Data Analysis Happens: Moving Beyond ""Themes Emerged""",$34.70,4.4 out of 5 stars,https://www.amazon.com/How-Qualitative-Data-Analysis-Happens/dp/1138044679/ref=sr_1_121?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-121
"Python for Data Analysis: A Practical Guide for Manipulating, Processing, Cleaning, and Crunching Data Sets in Python. How to Effectively Solve a Wide Range of Data Analysis Problems.",$15.99,4.3 out of 5 stars,https://www.amazon.com/Python-Data-Analysis-Manipulating-Effectively/dp/B08RRBPWGQ/ref=sr_1_122?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-122
Performing Data Analysis Using IBM SPSS,$43.99,4.6 out of 5 stars,https://www.amazon.com/Performing-Data-Analysis-Using-SPSS/dp/1118357019/ref=sr_1_123?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-123
"High-Dimensional Data Analysis with Low-Dimensional Models: Principles, Computation, and Applications",$79.99, ,https://www.amazon.com/High-Dimensional-Data-Analysis-Low-Dimensional-Models/dp/1108489737/ref=sr_1_124?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-124
Data Science from Scratch: First Principles with Python,$42.57,4.4 out of 5 stars,https://www.amazon.com/Data-Science-Scratch-Principles-Python/dp/1492041130/ref=sr_1_126?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-126
"Python Crash Course for Data Analysis: A Complete Beginner Guide for Python Coding, NumPy, Pandas and Data Visualization (Machine Learning & Data Science for Beginners)",$17.99,4.1 out of 5 stars,https://www.amazon.com/Python-Crash-Course-Data-Analysis/dp/1733042644/ref=sr_1_127?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-127
Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software,$11.99,4.2 out of 5 stars,https://www.amazon.com/Tableau-Your-Data-Analysis-Software/dp/1119001196/ref=sr_1_128?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-128
Applied Missing Data Analysis (Methodology in the Social Sciences),$71.00,4.7 out of 5 stars,https://www.amazon.com/Applied-Missing-Analysis-Methodology-Sciences/dp/1606236393/ref=sr_1_129?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-129
"Marketing: Practical Strategy For The Web, Content Writing, Digital Data Analysis, Creation, Design, Curation, Everywhere, Ideas, Management Plan, Optimization Handbook, Rules & Digital Analytics.",$0.00,,https://www.amazon.com/Marketing-Everywhere-Management-Optimization-Analytics-ebook/dp/B09NP34NJR/ref=sr_1_130?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-130
"Foundations of Crime Analysis: Data, Analyses, and Mapping",$50.22,4.1 out of 5 stars,https://www.amazon.com/Foundations-Crime-Analysis-Analyses-Mapping/dp/1138860492/ref=sr_1_132?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-132
Introduction to Statistics and Data Analysis,$29.49,4.2 out of 5 stars,https://www.amazon.com/Introduction-Statistics-Data-Analysis-Roxy/dp/1337793612/ref=sr_1_133?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-133
Business Analytics: Data Analysis & Decision Making - Standalone book,$37.12,4.4 out of 5 stars,https://www.amazon.com/Business-Analytics-Analysis-Decision-Standalone/dp/1305947541/ref=sr_1_134?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-134
A Practical Guide to Race Car Data Analysis,$99.95,4.7 out of 5 stars,https://www.amazon.com/Practical-Guide-Race-Data-Analysis/dp/1456587919/ref=sr_1_135?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-135
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",$50.22,4.5 out of 5 stars,https://www.amazon.com/Cookbook-Recipes-Analysis-Statistics-Graphics/dp/1492040681/ref=sr_1_136?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-136
Using R for Data Analysis in Social Sciences: A Research Project-Oriented Approach,$17.95,4.6 out of 5 stars,https://www.amazon.com/Using-Data-Analysis-Social-Sciences/dp/0190656220/ref=sr_1_137?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-137
"Digital Marketing: Content Marketing 101, Strategy For The Web, Writing, Data Analysis, Creation, Design, Curation, Everywhere, Ideas, Management Plan, Optimization Handbook, Rules & Analytics.",$0.00,,https://www.amazon.com/Digital-Marketing-Everywhere-Management-Optimization-ebook/dp/B09NMNSDRG/ref=sr_1_138?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-138
Theory-Based Data Analysis for the Social Sciences,$22.60,4.7 out of 5 stars,https://www.amazon.com/Theory-Based-Data-Analysis-Social-Sciences-ebook/dp/B00XYFUAGM/ref=sr_1_139?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-139
"Visualizing Health and Healthcare Data: Creating Clear and Compelling Visualizations to ""See How You're Doing""",$27.07,4.4 out of 5 stars,https://www.amazon.com/Data-Visualization-Health-Healthcare-Professionals/dp/1119680883/ref=sr_1_140?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-140
Python Data Science Handbook: Essential Tools for Working with Data,$37.00,4.6 out of 5 stars,https://www.amazon.com/Python-Data-Science-Handbook-Essential/dp/1491912057/ref=sr_1_141?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-141
Spatial Analysis with R,$120.00,5.0 out of 5 stars,https://www.amazon.com/Spatial-Analysis-Statistics-Visualization-Computational/dp/0367860856/ref=sr_1_142?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-142
Machine Learning for Time Series Forecasting with Python,$32.30,3.8 out of 5 stars,https://www.amazon.com/Machine-Learning-Time-Forecasting-Python/dp/1119682363/ref=sr_1_143?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-143
Statistical Analysis with Missing Data (Wiley Series in Probability and Statistics),$43.28,3.8 out of 5 stars,https://www.amazon.com/Statistical-Analysis-Missing-Probability-Statistics/dp/0470526793/ref=sr_1_144?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660339&sprefix=data+%2Caps%2C420&sr=8-144
"Social Statistics: Managing Data, Conducting Analyses, Presenting Results (Sociology Re-Wired)",$37.99,4.3 out of 5 stars,https://www.amazon.com/Social-Statistics-Conducting-Presenting-Sociology/dp/113822863X/ref=sr_1_145?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-145
Geographic Information Analysis,$35.88,4.4 out of 5 stars,https://www.amazon.com/Geographic-Information-Analysis-David-OSullivan/dp/0470288574/ref=sr_1_146?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-146
"Day Trading : Self Management, Business, Digital Marketing, Strategy Development, Design Thinking, Personal Finance, Leadership, Success Skills, Data Analysis, Money, Analytics & Growth Mindset.",$0.00,,https://www.amazon.com/Day-Trading-Management-Development-Leadership-ebook/dp/B09NL5VY93/ref=sr_1_147?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-147
Probability and Computing: Randomization and Probabilistic Techniques in Algorithms and Data Analysis,$44.80,4.4 out of 5 stars,https://www.amazon.com/Probability-Computing-Randomization-Probabilistic-Techniques/dp/110715488X/ref=sr_1_148?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-148
"Longitudinal Data Analysis: A Practical Guide for Researchers in Aging, Health, and Social Sciences (Multivariate Applications Series)",$148.85,4.5 out of 5 stars,https://www.amazon.com/Longitudinal-Data-Analysis-Multivariate-Applications/dp/0415874149/ref=sr_1_149?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-149
Handbook of Statistical Analysis and Data Mining Applications,$40.71,3.5 out of 5 stars,https://www.amazon.com/Handbook-Statistical-Analysis-Mining-Applications/dp/0124166326/ref=sr_1_151?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-151
The Workflow of Data Analysis Using Stata,$56.74,4.6 out of 5 stars,https://www.amazon.com/Workflow-Data-Analysis-Using-Stata/dp/1597180475/ref=sr_1_152?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-152
"Theoretical Foundations of Functional Data Analysis, with an Introduction to Linear Operators (Wiley Series in Probability and Statistics)",$68.76,5.0 out of 5 stars,https://www.amazon.com/Theoretical-Foundations-Functional-Introduction-Probability/dp/0470016914/ref=sr_1_153?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-153
"Marketing: Research Methodology, Design, Methods, Data Analysis, Questions, Proposal, Report Writing, Quick Reference Guide Handbook, Education, Psychology, Quantitative, Qualitative & Mixed Methods.",$0.00,,https://www.amazon.com/Marketing-Methodology-Psychology-Quantitative-Qualitative-ebook/dp/B09NL57816/ref=sr_1_154?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-154
Applying Quantitative Bias Analysis to Epidemiologic Data (Statistics for Biology and Health),$32.70,5.0 out of 5 stars,https://www.amazon.com/Applying-Quantitative-Analysis-Epidemiologic-Statistics-ebook/dp/B008BC0QGM/ref=sr_1_156?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-156
"Python for Data Analysis: The Ultimate Guide for Beginners to Master Data Analysis and Analytics with Python using Pandas, Numpy and Ipython (Python Programming)",$5.09, ,https://www.amazon.com/Python-Data-Analysis-Beginners-Programming/dp/1801779090/ref=sr_1_157?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-157
Analysis of Categorical Data with R (Chapman & Hall/CRC Texts in Statistical Science),$92.70,4.6 out of 5 stars,https://www.amazon.com/Analysis-Categorical-Chapman-Statistical-Science/dp/1439855676/ref=sr_1_159?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-159
Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science),$61.67,3.6 out of 5 stars,https://www.amazon.com/Bayesian-Ideas-Data-Analysis-Statisticians/dp/1439803544/ref=sr_1_160?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-160
Environmental and Energy Efficiency Evaluation Based on Data Envelopment Analysis (DEA),$26.32, ,https://www.amazon.com/Environmental-Efficiency-Evaluation-Envelopment-Analysis/dp/3036505725/ref=sr_1_161?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-161
"Data: Research Methodology, Analysis, Assessing, Experimentation, Exploration, Exploring Assessment, Fact Finding, Checking, Field Work, Inspection, Interpretation, ... Investigation Learning New Things &",$0.00,,https://www.amazon.com/Data-Methodology-Experimentation-Interpretation-Investigation-ebook/dp/B09NGCLB68/ref=sr_1_162?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-162
Environmental Data Analysis: An Introduction with Examples in R,$25.62, ,https://www.amazon.com/Environmental-Data-Analysis-Introduction-Examples-ebook/dp/B08R3BJ2RV/ref=sr_1_163?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-163
Exam Ref DA-100 Analyzing Data with Microsoft Power BI,$17.90,4.6 out of 5 stars,https://www.amazon.com/Exam-100-Analyzing-Microsoft-Power/dp/0136819680/ref=sr_1_165?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-165
Applied Longitudinal Analysis,$63.95,4.3 out of 5 stars,https://www.amazon.com/Applied-Longitudinal-Analysis-Garrett-Fitzmaurice/dp/0470380276/ref=sr_1_167?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-167
"Learning SQL: Generate, Manipulate, and Retrieve Data",$27.97,4.6 out of 5 stars,https://www.amazon.com/Learning-SQL-Generate-Manipulate-Retrieve/dp/1492057614/ref=sr_1_168?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-168
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & Machine Learning) (Python for Data Science)",$14.50,4.4 out of 5 stars,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_169?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-169
Bayesian Methods for Data Analysis (Chapman & Hall/CRC Texts in Statistical Science Book 78),$22.17,3.6 out of 5 stars,https://www.amazon.com/Bayesian-Methods-Analysis-Chapman-Statistical-ebook/dp/B008GXJR48/ref=sr_1_170?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-170
"Data: Research Methodology, Analysis, Assessing, Experimentation, Exploration, Exploring Assessment, Fact Finding, Checking, Field Work, Inspection, Interpretation, ... Investigation, Learning New Things.",$0.00,,https://www.amazon.com/dp/B09NPTDR7Y/ref=sr_1_171?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-171
"The Analysis of Biological Data, Second Edition",$13.22,4.5 out of 5 stars,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/1936221489/ref=sr_1_172?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-172
Microsoft Excel: Advanced Microsoft Excel Data Analysis for Business,$0.00,3.0 out of 5 stars,https://www.amazon.com/Microsoft-Excel-Advanced-Analysis-Business/dp/B07RDMGJX3/ref=sr_1_173?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-173
The Everyday Life of an Algorithm,$0.00,4.4 out of 5 stars,https://www.amazon.com/Everyday-Life-Algorithm-Daniel-Neyland-ebook/dp/B07LFXZF3C/ref=sr_1_175?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-175
Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,$23.74,4.7 out of 5 stars,https://www.amazon.com/Hypothesis-Testing-Intuitive-Making-Decisions/dp/173543115X/ref=sr_1_177?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-177
"Data: Digital Technical Analysis, Charts, Trends, Trading Strategies, Principles, Cryptocurrency, Options, Forex, Growth Stocks, Futures, Investing, Business, Wisdom, Psychology & Capital Markets.",$0.00,,https://www.amazon.com/Data-Strategies-Principles-Cryptocurrency-Psychology-ebook/dp/B09NP39QBM/ref=sr_1_178?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-178
T-SQL Window Functions: For data analysis and beyond (Developer Reference),$35.08,4.8 out of 5 stars,https://www.amazon.com/T-SQL-Window-Functions-Developer-Reference/dp/0135861446/ref=sr_1_179?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-179
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python,$27.90,4.6 out of 5 stars,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_180?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-180
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),$31.46,4.7 out of 5 stars,https://www.amazon.com/Introduction-Statistical-Learning-Applications-Statistics/dp/1461471370/ref=sr_1_181?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-181
"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition",$33.24,4.7 out of 5 stars,https://www.amazon.com/Python-Data-Analysis-collection-visualization/dp/1789955246/ref=sr_1_182?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-182
Humanities Data Analysis: Case Studies with Python,$42.34,5.0 out of 5 stars,https://www.amazon.com/Humanities-Data-Analysis-Studies-Python/dp/0691172366/ref=sr_1_183?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-183
Python for Informatics: Exploring Information: Exploring Information,$0.00,4.5 out of 5 stars,https://www.amazon.com/Python-Informatics-Exploring-Information-ebook/dp/B00K0O8HFQ/ref=sr_1_184?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-184
Graphical Data Analysis with R (Chapman & Hall/CRC The R Series),$50.67,4.5 out of 5 stars,https://www.amazon.com/Graphical-Data-Analysis-Chapman-Hall/dp/1498715230/ref=sr_1_185?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-185
"Data Science Engineering: Data Design, Structures, Algorithms, Integration, Analysis, Python, SQL, R, SAS, Applications, Monetization, Ethics, Warehouse, Capture, Infrastructure & Certification.",$0.00,,https://www.amazon.com/Data-Science-Engineering-Infrastructure-Certification-ebook/dp/B09NL5YNV2/ref=sr_1_186?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-186
"Learning the Pandas Library: Python Tools for Data Munging, Analysis, and Visual",$19.99,4.2 out of 5 stars,https://www.amazon.com/Learning-Pandas-Library-Munging-Analysis/dp/153359824X/ref=sr_1_187?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-187
An Introduction to Analysis of Financial Data with R,$81.84,4.3 out of 5 stars,https://www.amazon.com/Introduction-Analysis-Financial-Data/dp/0470890819/ref=sr_1_188?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-188
Statistical Analysis of Financial Data: With Examples In R (Chapman & Hall/CRC Texts in Statistical Science),$54.95, ,https://www.amazon.com/Statistical-Analysis-Financial-Data-Examples/dp/1032173467/ref=sr_1_189?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-189
Introduction to Data Science: Data Analysis and Prediction Algorithms with R (Chapman & Hall/CRC Data Science Series),$87.86,4.7 out of 5 stars,https://www.amazon.com/Introduction-Data-Science-Prediction-Algorithms/dp/0367357984/ref=sr_1_190?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-190
Data Analytics For Beginners: Your Ultimate Guide To Learn and Master Data Analysis. Get Your Business Intelligence Right – Accelerate Growth and Close More Sales (Data Analytics Book Series),$0.00,3.4 out of 5 stars,https://www.amazon.com/Data-Analytics-Beginners-Intelligence-Accelerate-ebook/dp/B071FM45GV/ref=sr_1_191?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-191
