Book Name,Price,Rating,Url
Network Security Through Data Analysis: From Data to Action,$38.19,4.4 out of 5 stars,https://www.amazon.com/Network-Security-Through-Data-Analysis-ebook/dp/B075H3SCS3/ref=sr_1_192?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660344&sprefix=data+%2Caps%2C420&sr=8-192
STATISTICAL METHODS AND DATA ANALYSIS FOR DUMMIES,$11.99, ,https://www.amazon.com/STATISTICAL-METHODS-DATA-ANALYSIS-DUMMIES/dp/B092PB7SN2/ref=sr_1_193?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-193
"Python Programming For Beginners: Learn The Basics Of Python Programming (Python Crash Course, Programming for Dummies)",$0.00,4.3 out of 5 stars,https://www.amazon.com/Python-Programming-Beginners-Basics-Dummies-ebook/dp/B07GXZMYWC/ref=sr_1_194?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-194
"Marketing: Research Methodology Guide, Design Plan, Data Analysis, Questions, Proposal, Report Writing, Quick Reference Handbook, Education, Psychology, Quantitative, Qualitative & Mixed Methods.",$0.00,,https://www.amazon.com/Marketing-Methodology-Psychology-Quantitative-Qualitative-ebook/dp/B09N8WSJPX/ref=sr_1_195?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-195
Data Structures and Algorithms in C++,$0.00,4.3 out of 5 stars,https://www.amazon.com/Data-Structures-Algorithms-Michael-Goodrich/dp/0470383275/ref=sr_1_196?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-196
"Law as Data: Computation, Text, and the Future of Legal Analysis",$13.99,4.0 out of 5 stars,https://www.amazon.com/Law-Data-Computation-Future-Analysis/dp/1947864084/ref=sr_1_197?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-197
Software for Data Analysis: Programming with R (Statistics and Computing),$140.38,3.7 out of 5 stars,https://www.amazon.com/Software-Data-Analysis-Programming-Statistics/dp/0387759352/ref=sr_1_198?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-198
Python for Data Science: The Ultimate Step-by-Step Guide to Python Programming. Discover How to Master Big Data Analysis and Understand Machine Learning,$18.95,4.7 out of 5 stars,https://www.amazon.com/Python-Data-Science-Step-Step/dp/B08YJ3241D/ref=sr_1_199?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-199
An Introduction to Statistics and Data Analysis Using Stata®: From Research Design to Final Report,$57.73,4.6 out of 5 stars,https://www.amazon.com/Introduction-Statistics-Analysis-Using-Stata%C2%AE/dp/1506371833/ref=sr_1_200?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-200
"Logistics & Supply Chain: Logistics Strategy, Supply Chain Management Foundations, Finance Analysis, Ecommerce, Warehousing, Data Analytics, Inventory, Network Design, Operations Planning & Risk.",$0.00,1.0 out of 5 stars,https://www.amazon.com/Logistics-Supply-Chain-Foundations-Warehousing-ebook/dp/B09NMMBTBN/ref=sr_1_201?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-201
Data Analysis Using R (Low Priced Edition): A Primer for Data Scientist,$24.99,5.0 out of 5 stars,https://www.amazon.com/Data-Analysis-Using-Low-Priced/dp/1685549594/ref=sr_1_202?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-202
SPSS Statistics for Data Analysis and Visualization,$50.00,4.2 out of 5 stars,https://www.amazon.com/SPSS-Statistics-Data-Analysis-Visualization/dp/1119003555/ref=sr_1_203?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-203
Using Data to Focus Instructional Improvement,$24.28,4.6 out of 5 stars,https://www.amazon.com/Using-Data-Focus-Instructional-Improvement/dp/1416614842/ref=sr_1_204?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-204
Data Analytics: Effective Methods for Presenting Results (Data Analytics Applications),$24.57,5.0 out of 5 stars,https://www.amazon.com/Data-Analytics-Effective-Presenting-Applications-ebook/dp/B07NSDRXNF/ref=sr_1_205?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-205
Longitudinal Data Analysis,$137.97,4.9 out of 5 stars,https://www.amazon.com/Longitudinal-Data-Analysis-Donald-Hedeker/dp/0471420271/ref=sr_1_206?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-206
"Personal MBA: Self Management, Business, Digital Marketing, Strategy Development, Design Thinking, Personal Finance, Leadership, Success Skills, Data Analysis, Money, Analytics & Growth Mindset.",$0.00,,https://www.amazon.com/Personal-MBA-Management-Development-Leadership-ebook/dp/B09NL62G3T/ref=sr_1_207?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-207
Data Analysis: How Data Works: How To Analyze Data,$0.00,,https://www.amazon.com/Data-Analysis-How-Works-Analyze-ebook/dp/B09CMS27YM/ref=sr_1_208?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-208
Spatial Data Analysis in Ecology and Agriculture Using R,$54.95,5.0 out of 5 stars,https://www.amazon.com/Spatial-Analysis-Ecology-Agriculture-Using/dp/0367732327/ref=sr_1_210?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-210
Supervised Machine Learning for Text Analysis in R (Chapman & Hall/CRC Data Science Series),$59.95,5.0 out of 5 stars,https://www.amazon.com/Supervised-Machine-Learning-Analysis-Chapman/dp/0367554194/ref=sr_1_211?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-211
Analysis of Longitudinal Data with Example,$94.95, ,https://www.amazon.com/Analysis-Longitudinal-Data-Example-You-Gan-ebook/dp/B09NC2W392/ref=sr_1_212?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-212
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,$34.99,3.8 out of 5 stars,https://www.amazon.com/Practical-Analysis-Using-Jupyter-Notebook/dp/1838826033/ref=sr_1_213?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-213
"Data Analysis & Probability, Grades 6 - 8 (Spectrum)",$12.98,4.8 out of 5 stars,https://www.amazon.com/Data-Analysis-Probability-Grades-Spectrum/dp/0769663168/ref=sr_1_214?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-214
The Practice of Qualitative Data Analysis: Research Examples Using MAXQDA,$19.00,5.0 out of 5 stars,https://www.amazon.com/Practice-Qualitative-Data-Analysis-Research/dp/3948768102/ref=sr_1_215?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-215
Assessing COVID-19 and Other Pandemics and Epidemics using Computational Modelling and Data Analysis,$38.57, ,https://www.amazon.com/Assessing-Pandemics-Epidemics-Computational-Modelling-ebook/dp/B09NLQ8ZLQ/ref=sr_1_216?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-216
Your Statistical Consultant: Answers to Your Data Analysis Questions,$28.26,4.8 out of 5 stars,https://www.amazon.com/Your-Statistical-Consultant-Analysis-Questions-ebook/dp/B00EEG5SEY/ref=sr_1_217?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-217
Data Analysis Using SAS,$25.46,4.1 out of 5 stars,https://www.amazon.com/Data-Analysis-Using-Chao-Ying-Joanne/dp/1412956749/ref=sr_1_218?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-218
Exploratory Data Analysis,$137.31,4.6 out of 5 stars,https://www.amazon.com/Exploratory-Data-Analysis-John-Tukey/dp/0201076160/ref=sr_1_219?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-219
Mathematical Statistics and Data Analysis (with CD Data Sets) (Available 2010 Titles Enhanced Web Assign),$28.73,3.9 out of 5 stars,https://www.amazon.com/Mathematical-Statistics-Analysis-Available-Enhanced/dp/0534399428/ref=sr_1_221?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-221
Introduction to Functional Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),$90.21,3.5 out of 5 stars,https://www.amazon.com/Introduction-Functional-Analysis-Chapman-Statistical/dp/1498746349/ref=sr_1_222?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-222
My Hero Academia: Ultra Analysis―The Official Character Guide,$13.08,4.8 out of 5 stars,https://www.amazon.com/My-Hero-Academia-Analysis_The-Character/dp/1974724476/ref=sr_1_223?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-223
Data Analysis with SPSS (3rd Edition),$10.30,4.8 out of 5 stars,https://www.amazon.com/Data-Analysis-SPSS-Stephen-Sweet/dp/0205483879/ref=sr_1_224?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-224
"Computer Science: AI, Machine Learning, Systems Analysis, Design, Bioinformatics, Human-Computer Interaction, Data Science, Stats, Simulation, Information Technology Theory, Robotics & Cybernetics.",$0.00,,https://www.amazon.com/Computer-Science-Bioinformatics-Human-Computer-Cybernetics-ebook/dp/B09NP3LKNS/ref=sr_1_226?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-226
Mastering Power Query in Power BI and Excel: Learning real-world Power Query and M Techniques for a better data analysis (The Definitive Guide to Power Query in Power BI and Excel Book 2),$9.99,4.5 out of 5 stars,https://www.amazon.com/Mastering-Power-Query-Excel-real-world-ebook/dp/B09DTLC4S2/ref=sr_1_227?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-227
Deep Learning: A Comprehensive Guide to Python Coding and Programming Machine Learning and Neural Networks for Data Analysis (Python Programming Deep Learning),$0.00,4.4 out of 5 stars,https://www.amazon.com/Deep-Learning-Comprehensive-Programming-Networks-ebook/dp/B085ZZ4CZX/ref=sr_1_229?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-229
Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013,$15.53,4.5 out of 5 stars,https://www.amazon.com/Guerrilla-Analysis-Using-Microsoft-Excel/dp/1615470336/ref=sr_1_230?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-230
Analysis of Data from Randomized Controlled Trials: A Practical Guide,$28.22, ,https://www.amazon.com/Analysis-Data-Randomized-Controlled-Trials-ebook/dp/B09JLJNH6G/ref=sr_1_231?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-231
"Introduction to Algorithms, 3rd Edition (The MIT Press)",$61.95,4.6 out of 5 stars,https://www.amazon.com/Introduction-Algorithms-3rd-MIT-Press/dp/0262033844/ref=sr_1_232?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-232
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools",$39.99,5.0 out of 5 stars,https://www.amazon.com/Cleaning-Data-Effective-Science-command-line/dp/1801071292/ref=sr_1_233?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-233
The Analysis of Biological Data,$113.06,4.7 out of 5 stars,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/0981519407/ref=sr_1_234?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-234
"Business: Lean Startup, Marketing Plan, Selling Strategy, Inspirational Change, Sales Management, Administration Basics, Financial Analysis, Analytics, Credit Cards, Data Science & Technology.",$0.00,,https://www.amazon.com/Business-Inspirational-Management-Administration-Technology-ebook/dp/B09NP2TV2C/ref=sr_1_235?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-235
Practical Machine Learning for Data Analysis Using Python,$96.55,5.0 out of 5 stars,https://www.amazon.com/Practical-Machine-Learning-Analysis-Python/dp/0128213795/ref=sr_1_236?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-236
Data Science in R: A Case Studies Approach to Computational Reasoning and Problem Solving (Chapman & Hall/CRC the R),$215.00,4.5 out of 5 stars,https://www.amazon.com/Data-Science-Approach-Computational-Reasoning/dp/1138469297/ref=sr_1_237?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-237
Statistics: A Tool for Social Research and Data Analysis (MindTap Course List),$32.73,4.2 out of 5 stars,https://www.amazon.com/Statistics-Social-Research-Analysis-MindTap/dp/0357371070/ref=sr_1_238?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-238
Software Architecture: The Hard Parts: Modern Trade-Off Analyses for Distributed Architectures,$51.68,5.0 out of 5 stars,https://www.amazon.com/Software-Architecture-Trade-Off-Distributed-Architectures/dp/1492086894/ref=sr_1_239?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-239
Environmental Data Analysis with MatLab,$94.95,4.5 out of 5 stars,https://www.amazon.com/Environmental-Analysis-MatLab-William-Menke-ebook/dp/B01CZUV9KW/ref=sr_1_240?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660349&sprefix=data+%2Caps%2C420&sr=8-240
"Java Data Analysis: Data mining, big data analysis, NoSQL, and data visualization",$38.84, ,https://www.amazon.com/Java-Data-Analysis-analysis-visualization/dp/1787285650/ref=sr_1_241?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-241
"Python for Beginners: Learn Python with This Crash Course for Data Analysis, Machine Learning and Database Programming",$0.00, ,https://www.amazon.com/Python-Beginners-Analysis-Learning-Programming/dp/B096VXF4T3/ref=sr_1_243?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-243
"Business: Business Startup, Marketing Plan, Selling Strategy, Sales Management, Lean Development, Administration Basics, Financial Analysis, Analytics, Credit Cards, Data Science & Technology.",$0.00,,https://www.amazon.com/Business-Management-Development-Administration-Technology-ebook/dp/B09NGF53M1/ref=sr_1_244?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-244
Longitudinal Data Analysis (Chapman & Hall/CRC Handbooks of Modern Statistical Methods),$143.36,4.5 out of 5 stars,https://www.amazon.com/Longitudinal-Analysis-Chapman-Handbooks-Statistical/dp/1584886587/ref=sr_1_245?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-245
"Mastering pandas: A complete guide to pandas, from installation to advanced data analysis techniques, 2nd Edition",$44.99,4.7 out of 5 stars,https://www.amazon.com/Mastering-pandas-complete-installation-techniques/dp/1789343232/ref=sr_1_246?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-246
Certified Peer Support Specialist A Complete Guide - 2021 Edition,$99.97, ,https://www.amazon.com/Certified-Support-Specialist-Complete-Guide/dp/1867421453/ref=sr_1_247?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-247
Data Science Foundations Tools and Techniques: Core Skills for Quantitative Analysis with R and Git (Addison-Wesley Data & Analytics Series),$43.49,4.5 out of 5 stars,https://www.amazon.com/Programming-Skills-Data-Science-Addison-Wesley/dp/0135133106/ref=sr_1_249?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-249
Excel 2021: A Complete Guide About Excel 2021 With All-in-One Approach For Beginners,$17.38,4.6 out of 5 stars,https://www.amazon.com/Excel-2021-All-One-Beginners/dp/B097SNGM5Q/ref=sr_1_250?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-250
Analyzing Financial Data and Implementing Financial Models Using R (Springer Texts in Business and Economics),$93.55,4.3 out of 5 stars,https://www.amazon.com/Analyzing-Financial-Implementing-Springer-Economics/dp/3319140744/ref=sr_1_251?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-251
"Production & Operation Analysis: Production, Operation, Management, Leadership, Data, Technology, Design, Economics, Planning, Quality, Inventory Control, Data Analytics & Pipeling Fundamentals.",$0.00,,https://www.amazon.com/Production-Operation-Analysis-Management-Fundamentals-ebook/dp/B09NL3W757/ref=sr_1_253?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-253
Bayesian Analysis of Gene Expression Data (Statistics in Practice),$104.28, ,https://www.amazon.com/Bayesian-Analysis-Expression-Statistics-Practice/dp/0470517662/ref=sr_1_254?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-254
ggplot2: Elegant Graphics for Data Analysis (Use R),$26.21,4.4 out of 5 stars,https://www.amazon.com/ggplot2-Elegant-Graphics-Data-Analysis/dp/331924275X/ref=sr_1_255?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-255
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",$58.32,4.7 out of 5 stars,https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/ref=sr_1_256?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-256
Molecular Data Analysis Using R,$41.91,5.0 out of 5 stars,https://www.amazon.com/Molecular-Data-Analysis-Using-R/dp/1119165024/ref=sr_1_257?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-257
"Business Analysis & Strategy: Intelligence, Crisis Management, Data Visualization, Ethics, Operations, Product Management, Supply Chain, Sales, Marketing, Small Business, Training & Education.",$0.00,,https://www.amazon.com/Business-Analysis-Strategy-Intelligence-Visualization-ebook/dp/B09NJPNPHT/ref=sr_1_258?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-258
Quantitative Analysis and Modeling of Earth and Environmental Data: Space-Time and Spacetime Data Considerations,$123.50, ,https://www.amazon.com/Quantitative-Analysis-Modeling-Earth-Environmental-ebook/dp/B09NBPF6W5/ref=sr_1_259?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-259
Remote Sensing Data Analysis in R,$127.51,4.0 out of 5 stars,https://www.amazon.com/Remote-Sensing-Data-Analysis-R/dp/0367725622/ref=sr_1_260?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-260
"Real Estate Market Analysis: Trends, Methods, and Information Sources, Third Edition",$43.53,4.8 out of 5 stars,https://www.amazon.com/Real-Estate-Market-Analysis-Information/dp/0874204283/ref=sr_1_261?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-261
"Bundle: An Introduction to Statistical Methods and Data Analysis, 7th + Student Solutions Manual",$221.95,3.0 out of 5 stars,https://www.amazon.com/Bundle-Introduction-Statistical-Analysis-Solutions/dp/1337371904/ref=sr_1_262?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-262
"Statistics, Data Analysis, and Decision Modeling",$14.99,4.1 out of 5 stars,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_263?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-263
"Spatial Analysis: Statistics, Visualization, and Computational Methods",$57.50,4.0 out of 5 stars,https://www.amazon.com/Spatial-Analysis-Statistics-Visualization-Computational/dp/1498707637/ref=sr_1_264?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-264
Computational Methods for Data Analysis (De Gruyter Textbook),$59.33, ,https://www.amazon.com/Computational-Methods-Analysis-Gruyter-Textbook-ebook/dp/B07N5GBL1L/ref=sr_1_265?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-265
"Production & Operation Analysis: Skill Development, Management, Leadership, Data, Technology, Design, Economics, Planning, Quality, Inventory Control, Data Analytics & Pipeling Fundamentals.",$0.00,,https://www.amazon.com/Production-Operation-Analysis-Development-Fundamentals-ebook/dp/B09NHVPM83/ref=sr_1_266?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-266
Categorical Data Analysis for the Behavioral and Social Sciences,$78.99, ,https://www.amazon.com/Categorical-Analysis-Behavioral-Social-Sciences-ebook/dp/B093249YP8/ref=sr_1_267?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-267
"Analyzing Network Data in Biology and Medicine: An Interdisciplinary Textbook for Biological, Medical and Computational Scientists",$49.99,4.6 out of 5 stars,https://www.amazon.com/Analyzing-Network-Biology-Medicine-Interdisciplinary/dp/1108432239/ref=sr_1_268?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-268
The Data Governance Guidebook and Playbook: By a Practitioner for Practitioners,$29.95,5.0 out of 5 stars,https://www.amazon.com/Data-Governance-Guidebook-Playbook-Practitioners/dp/1634629620/ref=sr_1_269?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-269
Complex Survey Data Analysis With SAS,$54.95,5.0 out of 5 stars,https://www.amazon.com/Complex-Survey-Data-Analysis-SAS/dp/1032242000/ref=sr_1_270?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-270
Protocol Analysis - Rev'd Edition: Verbal Reports as Data,$44.90,4.8 out of 5 stars,https://www.amazon.com/Protocol-Analysis-Revd-Verbal-Reports/dp/0262550237/ref=sr_1_271?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-271
Statistical Modeling for Biomedical Researchers: A Simple Introduction to the Analysis of Complex Data,$28.16,4.2 out of 5 stars,https://www.amazon.com/Statistical-Modeling-Biomedical-Researchers-Introduction/dp/0521614805/ref=sr_1_272?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-272
"Statistics, Data Analysis & Decision Modeling (4th Edition)",$49.95,3.9 out of 5 stars,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0136066003/ref=sr_1_273?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-273
"Day Trading: Blockchain Explained, Stock Market Basics, Chart Analysis Secrets, Investing For Beginners, Cash Flow, Data Patterns, Options, Psychology, Fundamental & Technical Analysis Strategy.",$0.00,,https://www.amazon.com/Day-Trading-Blockchain-Psychology-Fundamental-ebook/dp/B09NMT4Y72/ref=sr_1_274?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-274
Statistics and Analysis of Scientific Data (Graduate Texts in Physics),$31.18,4.6 out of 5 stars,https://www.amazon.com/Statistics-Analysis-Scientific-Graduate-Physics-ebook/dp/B01MXE7895/ref=sr_1_275?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-275
Bioimage Data Analysis Workflows (Learning Materials in Biosciences),$0.00,4.2 out of 5 stars,https://www.amazon.com/Bioimage-Analysis-Workflows-Materials-Biosciences-ebook/dp/B07ZBJSMRP/ref=sr_1_276?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-276
Microsoft Excel 2013 Data Analysis and Business Modeling,$20.27,4.4 out of 5 stars,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/0735669139/ref=sr_1_277?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-277
Adventures in Social Research: Data Analysis Using IBM SPSS Statistics,$20.84,4.5 out of 5 stars,https://www.amazon.com/Adventures-Social-Research-Analysis-Statistics/dp/150636277X/ref=sr_1_278?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-278
Equity Valuation and Analysis: 5th Edition,$61.11,4.2 out of 5 stars,https://www.amazon.com/Equity-Valuation-Analysis-Russell-Lundholm/dp/107998335X/ref=sr_1_279?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-279
"Data: Data Science, Architecture, Visualization, Analytics, Governance, Modeling, Warehousing, Mining, SQL, Structures, Business Analysis, Quality Management, Marketing Strategy & Interview Answers.",$0.00,,https://www.amazon.com/Data-Architecture-Visualization-Governance-Warehousing-ebook/dp/B09NMTL9XF/ref=sr_1_280?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-280
"Pandemia: How Coronavirus Hysteria Took Over Our Government, Rights, and Lives",$18.96,4.9 out of 5 stars,https://www.amazon.com/Pandemia-Coronavirus-Hysteria-Government-Rights/dp/1684512484/ref=sr_1_281?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-281
Longitudinal Data Analysis for the Behavioral Sciences Using R,$100.00,4.4 out of 5 stars,https://www.amazon.com/Longitudinal-Analysis-Behavioral-Sciences-Using/dp/1412982685/ref=sr_1_282?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-282
Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists,$19.20,4.4 out of 5 stars,https://www.amazon.com/Data-Analysis-Source-Tools-Hands/dp/0596802358/ref=sr_1_283?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-283
Big Data Analysis for Bioinformatics and Biomedical Discoveries (Chapman & Hall/CRC Computational Biology),$16.75, ,https://www.amazon.com/Data-Analysis-Bioinformatics-Biomedical-Discoveries/dp/0367783274/ref=sr_1_284?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-284
